customer_text,spotify_reply
"@SpotifyCares It still baffles me that I am having trouble with local files in 2017. This is one of the main reasons I pay for spotify, why does the feature keep breaking.",@142363 Thanks for the info. Does logging out &gt; restarting your device &gt; logging back in help at all? We'll be on the lookout for your reply /MT
"@SpotifyCares Nope, files still won't play and there is no message explaining why.",@142363 Thanks for the info. Does logging out &gt; restarting your device &gt; logging back in help at all? We'll be on the lookout for your reply /MT
@SpotifyCares Sorry that's iOS 11.1.2,"@142363 Hey Leighton! Don't worry, help's here. Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /MT"
"@SpotifyCares but, it already has unlimited votes","@142703 Thanks for the info! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SXS9B4. Also, our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdWmz2 /PB"
@SpotifyCares I have a Samsung Galaxy Note 5 my phone keeps telling my to update it but it doesn't or anything. I think it might be he problem,"@142706 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH"
@SpotifyCares @142706 I eraed all datanuninstalled reinstalled but i dant log back in,@142706 Thanks for letting us know. Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. See if that helps /RH
@SpotifyCares @142706 My friend used my phone and made a.spotify account and i already had one on there,@142706 Thanks for letting us know. Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. See if that helps /RH
@SpotifyCares Ok thank you,@142706 Thanks for letting us know. Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. See if that helps /RH
@SpotifyCares YES! Thank you so much &lt;3,"@142709 Hey there, help's here! In the Search bar, just type spotify:genre:classical. Enjoy the music 🎶 /TI"
@SpotifyCares I’m sorry but what do you guys mean??? I just posted the song I was listening to??,"@143213 Got it! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. If you ever need anything else, just shout and we'll come running 🏃 /DI"
@SpotifyCares It’s still up though? https://t.co/TdGx6RGAsr,@143213 We understand the frustration. Fingers crossed we'll be able to have it available again soon. Let us know if you need anything else /DI
@SpotifyCares Oh it’s gone again? I didn’t even realize lol.,@143213 We understand the frustration. Fingers crossed we'll be able to have it available again soon. Let us know if you need anything else /DI
@SpotifyCares Thanku ❤️ x,"@143409 Hi there, the cavalry's here! Can you DM us your account's username and email address? We'd love to help out /JI https://t.co/ldFdZR1cbT"
"@SpotifyCares But this still doesn't explain it.  I can find it through the web player and from Google which takes me to the album on the app, so the album is there.  However, if I look for the album by searching in the app for it, it's not.  That tells me the search function is different. ?",@143583 Hey Chris! Licensing agreements can affect music availability. We have more info here: https://t.co/VMrgnGpB4G /NS
@SpotifyCares Cool - so less dislike &amp; more I never wanna hear from men who have sexually assaulted teenagers.  It would be a great thing for y'all to do in the name of supporting the reduction of violence in entertainment.,"@143585 Hey Heather! We're afraid this isn't possible at the moment. To help make this happen, you can show your support by voting for the idea here: https://t.co/llJeAWnvFA /LO"
"@SpotifyCares Also - it seems y'all considered this and decided against it.  That's super disappointing.
https://t.co/wTaMWUWerI","@143585 Hey Heather! We're afraid this isn't possible at the moment. To help make this happen, you can show your support by voting for the idea here: https://t.co/llJeAWnvFA /LO"
@SpotifyCares Nope. No crash. Just the same 3 ads on repeat.,"@143587 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RB"
@SpotifyCares Yes,"@143587 Thanks for confirming! Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer /RB"
@SpotifyCares Linkin Park and Jay Z,@143589 Hey there! Could you let us know the artist you're referring to? Keep us posted /DF
@SpotifyCares So are you not able to request songs that don't contain explicit content for children. I want my son to listen to the album but I can't when it has explicit content.,"@143589 Got it. Spotify doesn’t censor music – we make it available in whatever form it’s given to us. More info here: https://t.co/8oSIltuHIG. Hope this clears things up, and let us know if we can help you with anything else /NY"
@SpotifyCares Not even account related to begin with. I'm offended you'd play an ad that is not in my native language.,"@143763 Sorry to hear that. We see where you're coming from, but we'd still suggest deleting that tweet for security. Also, we can't discuss anything that might be account-related on a public thread. Would you mind sending it through DM? /RH https://t.co/ldFdZRiNAt"
@SpotifyCares Even you guys are better at responding to people than @ATVIAssist,"@143960 Hay Jaden! Can you let us know the device, operating system, and Spotify version you're using? A screenshot of what you're seeing would also come in handy /RH"
"@SpotifyCares Samsung and i don't know the version, it probably isn't an issue, i was just confused by the fact that the thing that took up about 1/4 of the storage i could use(samsung decided to take up like half and i can't get rid of it) was a music service https://t.co/ut6DJoguqX","@143960 Hay Jaden! Can you let us know the device, operating system, and Spotify version you're using? A screenshot of what you're seeing would also come in handy /RH"
@SpotifyCares i checked again today and its working now!,"@143962 Thanks. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa. If you need anything else, just give us a shout /AK"
"@SpotifyCares Sure, thank you",@143965 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt
@SpotifyCares Great thank you!!:),"@143968 Hi Mitzki, help's here! If you cancel your subscription, your Premium features will remain for the rest of the Premium time. Hope this helps 🙂 /JQ"
"@SpotifyCares More, to be exact I have 9,285 songs","@__Bom_Bay__ Hey there! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /AR"
@SpotifyCares I dm’d it to you. Can you check it?,@144792 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt
@SpotifyCares i have PHP 25 on paypal pls stop asking for my credit card info even tho i dont have one,@144794 Hey there! PayPal should work when you're signing up for the 3 months for 9.00 PHP offer. Hope this helps /AR
@SpotifyCares Thank youuuu,"@144799 Thanks for letting us know. Don't worry, we'll make sure to pass your feedback on to the team. If there's anything else, we're just a tweet away /RH"
@SpotifyCares Here’s another example https://t.co/ld2Gm7NYXA,@144805 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /FR
@SpotifyCares You guys are the best!,@144805 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /DF
@SpotifyCares You took music down when he was verified already and replaced his music with someone else. https://t.co/DRKN90cgfY,@144805 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /FR
